TYPE,PRICE,BATH,PROPERTYSQFT,ADMINISTRATIVE_AREA_LEVEL_2,SUBLOCALITY,LATITUDE,LONGITUDE
Condo for sale,2000000,2.0,1441,New York,Brooklyn,40.692916,-74.0008815
Multi-family home for sale,1069000,5.0,2163,United States,Queens County,40.6755971,-73.7952881
House for sale,599999,2.0,2186,United States,Kings County,40.6494096,-73.9332856
Co-op for sale,248000,1.0,2167,New York,Queens,40.7383072,-73.7776864
Condo for sale,575000,1.0,1073,New York,New York,40.8387144,-73.9369924
Co-op for sale,350000,1.0,850,New York,New York,40.8485417,-73.930871
Condo for sale,695000,2.0,704,New York,Brooklyn,40.6829851,-73.9656007
Townhouse for sale,4000000,4.0,5854,United States,Kings County,40.6777386,-73.9939495
Co-op for sale,410000,1.0,766,New York,New York,40.815359,-73.9374734
Townhouse for sale,699000,2.0,2174,United States,Kings County,40.6450331,-73.9279337
Co-op for sale,535000,1.0,1000,New York,Queens,40.7616957,-73.9304941
Co-op for sale,429000,1.0,575,New York,Brooklyn,40.692675,-73.96429
House for sale,2195000,4.0,2194,United States,Kings County,40.6679746,-73.9903952
Multi-family home for sale,1690000,7.0,4600,United States,Queens County,40.74073,-73.852058
Multi-family home for sale,1699999,3.0,2160,United States,Kings County,40.6116673,-74.0113637
Co-op for sale,235000,1.0,800,New York,Brooklyn,40.595967,-73.9504018
Contingent,984900,5.0,2532,10310,New York,40.6360373,-74.1236718
Condo for sale,899000,1.0,1010,New York,Brooklyn,40.6756382,-73.9555242
Co-op for sale,269999,1.0,2198,New York,Queens,40.7522899,-73.72315
House for sale,735000,2.0,1600,United States,Kings County,40.6334425,-73.9402186
House for sale,1499000,2.0,2100,United States,Kings County,40.6063993,-73.9485994
Co-op for sale,280000,1.0,650,New York,Brooklyn,40.616988,-73.986133
Townhouse for sale,1999000,2.5,3100,United States,Kings County,40.6816466,-73.9105641
Condo for sale,5100000,2.0,1676,New York,New York,40.7691094,-73.98162
Co-op for sale,875000,2.0,1275,New York,Brooklyn,40.6206952,-74.0402708
House for sale,2999000,2.0,1732,United States,Kings County,40.6212043,-73.9908884
Co-op for sale,600000,1.0,2205,New York,New York,40.7430502,-73.9967075
Townhouse for sale,889000,1.0,1056,United States,Queens County,40.7351177,-73.8536109
Multi-family home for sale,650000,3.0,2171,United States,Queens County,40.7051893,-73.7542415
Pending,970000,2.0,2173,United States,Queens County,40.764944,-73.738236
House for sale,1600000,4.0,3150,United States,Richmond County,40.5365056,-74.1988326
Co-op for sale,3395000,2.0,1800,New York,New York,40.7217139,-74.0103804
Co-op for sale,549000,1.0,2203,New York,New York,40.7310966,-73.9926682
Multi-family home for sale,1400000,4.0,2250,United States,Richmond County,40.5486237,-74.1868168
Land for sale,750000,2.5,2206,United States,Richmond County,40.5069018,-74.2247039
Condo for sale,349000,1.0,2162,New York,Queens,40.7436341,-73.916415
House for sale,519999,2.0,1440,United States,Richmond County,40.6396595,-74.1362682
Pending,1649000,2.0,3162,United States,Kings County,40.6398568,-74.0109732
Pending,375000,1.0,2182,New York,New York,40.7228235,-73.98509
House for sale,6700000,2.5,2193,United States,Richmond County,40.626225,-74.0745645
Co-op for sale,268800,1.0,725,New York,Brooklyn,40.6086157,-73.9765291
Condo for sale,10900000,6.0,3633,United States,New York County,40.7423282,-73.9911409
Condo for sale,640000,1.0,1022,New York,Brooklyn,40.6275896,-74.0016198
Co-op for sale,2800000,2.0,2201,New York,New York,40.7820603,-73.9562107
Co-op for sale,699000,2.0,1400,New York,Queens,40.7216499,-73.84119
Multi-family home for sale,1208000,6.0,5160,United States,Queens County,40.787452,-73.8521292
House for sale,749000,4.0,2164,United States,Queens County,40.6785851,-73.8497745
Condo for sale,1025000,1.0,787,New York,New York,40.7188873,-73.9873574
Condo for sale,2449000,2.0,1744,New York,New York,40.7735704,-73.9461541
House for sale,659000,2.0,1460,United States,Richmond County,40.6114323,-74.0667876
Multi-family home for sale,1499000,4.0,3570,United States,Queens County,40.7221698,-73.9011088
Co-op for sale,700000,1.0,900,New York,New York,40.7673126,-73.9584378
Townhouse for sale,4895000,4.0,3622,United States,New York County,40.7151591,-74.006685
Condo for sale,2350000,2.0,1847,New York,New York,40.8101077,-73.9546373
Condo for sale,456000,1.0,2165,New York,Queens,40.7442352,-73.8797855
Multi-family home for sale,1190000,4.0,3720,United States,Richmond County,40.5153019,-74.2352069
Condo for sale,5350000,4.0,2491,New York,New York,40.7518261,-74.002774
Co-op for sale,335000,1.0,2205,United States,Queens County,40.7576854,-73.7298343
Condo for sale,628000,2.0,1097,New York,Brooklyn,40.6449894,-74.0196153
House for sale,710000,2.0,2250,United States,Bronx County,40.8926424,-73.8409541
House for sale,699000,2.0,522,United States,Kings County,40.6200647,-73.9203764
Condo for sale,1750000,1.0,2208,New York,New York,40.7632867,-73.9700993
Co-op for sale,416000,1.0,950,New York,Queens,40.763716,-73.816271
Co-op for sale,499000,1.0,800,New York,Brooklyn,40.6573594,-73.9554071
Co-op for sale,425000,1.0,2186,New York,New York,40.7247015,-73.9835768
Co-op for sale,220000,1.0,2203,United States,Queens County,40.7257927,-73.8727767
Co-op for sale,140000,1.0,507,New York,The Bronx,40.8992144,-73.8624103
House for sale,790000,2.0,1744,United States,Kings County,40.631398,-73.9361773
Condo for sale,2400000,2.0,1375,New York,New York,40.782249,-73.958665
Co-op for sale,5995000,2.0,4200,New York,New York,40.7190306,-74.0054491
Multi-family home for sale,988888,3.0,2164,United States,Kings County,40.6748665,-73.908063
Co-op for sale,369000,1.0,2197,New York,New York,40.7935524,-73.9687728
Multi-family home for sale,2850000,7.0,6000,United States,Kings County,40.5977433,-73.9578638
Condo for sale,5799000,4.0,2497,Kings County,Dumbo,40.7046228,-73.9878238
Co-op for sale,229000,1.0,500,New York,Brooklyn,40.5822648,-73.9666622
Co-op for sale,44500000,6.0,2188,New York,New York,40.768973,-73.969136
Co-op for sale,235000,1.0,2175,New York,Queens,40.7315119,-73.8286528
Condo for sale,3500000,2.0,1896,New York,Brooklyn,40.6781953,-73.9702616
House for sale,1288000,2.0,1538,11214,New York,40.6013215,-73.986412
Co-op for sale,875000,1.0,2197,New York,New York,40.7459915,-73.9956777
Townhouse for sale,579000,2.0,2185,United States,Queens County,40.6863457,-73.8292298
House for sale,868000,2.0,1690,United States,Queens County,40.7187347,-73.875063
House for sale,699900,1.0,1827,United States,Queens County,40.6917678,-73.8540537
House for sale,570000,2.0,1728,United States,Bronx County,40.869166,-73.8520258
Condo for sale,5900000,3.0,2706,New York,New York,40.744213,-73.987241
Multi-family home for sale,975000,4.0,1920,United States,Bronx County,40.8345273,-73.8686683
Co-op for sale,210000,1.0,550,New York,Queens,40.7323502,-73.8611654
Co-op for sale,310000,1.0,2179,New York,The Bronx,40.9069228,-73.9062512
Multi-family home for sale,1895000,4.0,2186,United States,Kings County,40.6925254,-73.9260278
Co-op for sale,10500000,6.0,2161,United States,New York County,40.7753473,-73.9646138
Condo for sale,2990000,2.0,1721,New York,New York,40.7074175,-74.0135328
Co-op for sale,440000,1.0,2209,New York,Brooklyn,40.6733835,-73.9300041
Multi-family home for sale,1895000,4.0,2189,United States,Kings County,40.6925254,-73.9260278
Co-op for sale,160000,1.0,2194,New York,Queens,40.7376451,-73.8581248
Multi-family home for sale,3500000,20.0,18400,United States,Kings County,40.6351799,-73.9646138
Multi-family home for sale,2499000,4.0,2171,United States,Kings County,40.6352404,-73.9966562
Multi-family home for sale,1850000,3.0,2240,United States,Kings County,40.6225358,-73.9970748
Condo for sale,888000,2.0,1700,New York,Brooklyn,40.6226046,-74.0176964
House for sale,599000,2.0,1690,United States,Bronx County,40.88047,-73.8503054
Co-op for sale,279900,1.0,850,New York,The Bronx,40.8901764,-73.9146261
Co-op for sale,935000,2.0,1150,New York,New York,40.7856236,-73.9507052
Pending,750000,2.0,1260,United States,New York County,40.8040569,-73.951435
Co-op for sale,318000,1.0,450,New York,New York,40.7467649,-73.976998
House for sale,3399000,2.5,3446,United States,Queens County,40.7082867,-73.8335669
Townhouse for sale,528000,2.0,2187,United States,Queens County,40.6850187,-73.7977904
Townhouse for sale,7800000,8.0,7200,United States,New York County,40.7636541,-73.9681695
Co-op for sale,199888,1.0,2180,New York,Queens,40.6661012,-73.8471882
Co-op for sale,315000,1.0,1000,New York,The Bronx,40.890384,-73.9117878
Co-op for sale,119000,1.0,2191,New York,Queens,40.7095699,-73.79113
Condo for sale,615000,1.0,733,United States,Queens County,40.7654814,-73.8178731
Co-op for sale,178000,1.0,719,United States,Queens County,40.7379227,-73.8470718
Co-op for sale,279900,1.0,850,New York,The Bronx,40.8901764,-73.9146261
Co-op for sale,385000,1.0,440,New York,New York,40.7682097,-73.9846027
Condo for sale,209000,1.0,650,New York,Staten Island,40.6202645,-74.1099106
Co-op for sale,259000,1.0,590,New York,Queens,40.7510999,-73.89118
Multi-family home for sale,1980000,3.0,3536,United States,Kings County,40.5875466,-73.9501033
Co-op for sale,1950000,2.0,2180,New York,New York,40.7341122,-74.004816
Pending,1595000,2.0,2627,United States,Bronx County,40.8872408,-73.9082189
Multi-family home for sale,919000,3.0,1760,United States,Bronx County,40.8529073,-73.830339
House for sale,285000,2.5,2196,United States,Kings County,40.6695084,-73.8779921
Co-op for sale,499000,2.0,1200,New York,The Bronx,40.831991,-73.919124
Condo for sale,771770,2.0,710,New York,Queens,40.7639577,-73.8325965
Townhouse for sale,9750000,7.0,7228,United States,New York County,40.7664631,-73.9679613
Multi-family home for sale,1398000,2.0,2195,United States,Queens County,40.7283735,-73.7970194
House for sale,285000,2.5,2198,United States,Kings County,40.6695084,-73.8779921
Multi-family home for sale,859000,3.0,2161,United States,Bronx County,40.8340749,-73.9113421
Condo for sale,771770,2.0,710,New York,Queens,40.7639577,-73.8325965
House for sale,19500000,7.0,2191,United States,New York County,40.7776535,-73.957772
Condo for sale,1250000,2.0,1434,New York,New York,40.810446,-73.943187
Condo for sale,7990000,4.0,5202,United States,New York County,40.7221603,-74.0078633
Co-op for sale,3950000,2.0,2162,New York County,Manhattan,40.7316673,-73.996478
Condo for sale,7750000,3.0,2204,New York County,Manhattan,40.7366739,-73.9966616
Co-op for sale,1049000,3.0,2400,New York,The Bronx,40.881939,-73.9204858
Co-op for sale,18000000,6.0,2190,New York,New York,40.7676314,-73.9668788
Co-op for sale,215000,1.0,2201,New York,Queens,40.7062291,-73.8326755
Condo for sale,7990000,4.0,5202,United States,New York County,40.7221603,-74.0078633
Multi-family home for sale,2749000,6.0,4480,United States,Kings County,40.5974982,-73.9539607
Townhouse for sale,860000,2.0,2000,United States,Kings County,40.6315943,-73.9376928
House for sale,825000,2.0,1400,United States,Queens County,40.7537084,-73.8542469
Co-op for sale,295000,1.0,2191,Bronx County,Riverdale,40.8858375,-73.9088586
Townhouse for sale,860000,2.0,2000,United States,Kings County,40.6315943,-73.9376928
Condo for sale,1195000,1.0,713,New York,New York,40.7147947,-74.0064392
House for sale,2795000,6.0,3600,United States,Kings County,40.6824096,-73.9820791
House for sale,6250000,2.0,4500,United States,New York County,40.739891,-73.9882646
Co-op for sale,339000,1.0,2208,New York,Queens,40.7162869,-73.8314446
Co-op for sale,255000,1.0,2192,New York,Queens,40.7315119,-73.8286528
Co-op for sale,240000,1.0,500,New York,Queens,40.7223221,-73.8493655
Co-op for sale,1195000,2.0,650,New York,New York,40.7435603,-73.9784968
Co-op for sale,4150000,2.0,2193,New York,New York,40.7701916,-73.9682413
Multi-family home for sale,1398000,6.0,4440,United States,Kings County,40.6376945,-74.0263049
Co-op for sale,299000,1.0,650,New York,Queens,40.7533589,-73.8250479
Condo for sale,450888,1.0,2184,New York,Queens,40.7319691,-73.8541569
Co-op for sale,298000,1.0,790,New York,Brooklyn,40.5860215,-73.9668364
Co-op for sale,230000,1.0,2206,United States,Kings County,40.6291705,-73.9575654
Condo for sale,748000,2.0,713,New York,Queens,40.7576255,-73.8231097
Co-op for sale,15500000,6.0,2165,United States,New York County,40.7985635,-73.943597
Townhouse for sale,6850000,4.0,2204,United States,New York County,40.7688879,-73.962056
House for sale,735000,2.0,2350,United States,Bronx County,40.8170494,-73.802331
Co-op for sale,229999,1.0,2208,New York,Queens,40.7670999,-73.7274399
Pending,100000,1.0,445,New York,Queens,40.711337,-73.789277
Co-op for sale,385000,1.0,2171,New York,New York,40.8512338,-73.9412096
Co-op for sale,3750000,2.0,2300,New York,New York,40.7218174,-73.9985808
Co-op for sale,3100000,2.0,2198,New York,New York,40.7857788,-73.9693433
Co-op for sale,595000,1.0,2200,United States,New York County,40.7728688,-73.9653065
House for sale,399999,1.0,1056,United States,Richmond County,40.6309242,-74.1212547
Condo for sale,18950000,4.0,5075,New York,New York,40.7219635,-74.0033414
Condo for sale,2300000,2.0,1035,New York,New York,40.779437,-73.97814
Co-op for sale,420000,1.0,2170,New York,New York,40.7389643,-73.9791144
Pending,1150000,2.0,2181,New York,New York,40.74958,-73.9790355
Co-op for sale,499000,1.0,2185,United States,New York County,40.7135079,-73.9794056
Condo for sale,510000,2.0,972,United States,Bronx County,40.806756,-73.853097
Condo for sale,6895000,2.0,2114,New York,New York,40.7663935,-73.9809909
Co-op for sale,165000,1.0,750,New York,The Bronx,40.9047804,-73.9057444
Multi-family home for sale,1499999,6.0,2182,United States,Kings County,40.7028149,-73.9165356
Pending,495000,2.0,1100,New York,Brooklyn,40.6123382,-74.0356075
Co-op for sale,245000,1.0,863,New York,The Bronx,40.8758111,-73.8765929
Condo for sale,565000,1.0,804,New York,Brooklyn,40.6053887,-73.9787595
Multi-family home for sale,699000,3.0,2194,United States,Kings County,40.6769065,-73.9327329
Multi-family home for sale,1595000,6.0,4420,United States,Kings County,40.6777679,-73.9189779
Multi-family home for sale,2375000,4.0,2186,United States,Kings County,40.6537775,-73.9770686
Multi-family home for sale,1499999,6.0,2185,United States,Kings County,40.7028149,-73.9165356
Pending,495000,2.0,1100,New York,Brooklyn,40.6123382,-74.0356075
Condo for sale,565000,1.0,804,New York,Brooklyn,40.6053887,-73.9787595
Co-op for sale,165000,1.0,750,New York,The Bronx,40.9047804,-73.9057444
Co-op for sale,4895000,2.0,3594,New York,New York,40.7338734,-73.9921219
Co-op for sale,12500000,2.5,2195,New York,New York,40.7762654,-73.9595399
Co-op for sale,475000,1.0,2171,New York,New York,40.7662222,-73.9516342
Pending,1295000,1.0,2209,New York,New York,40.7722757,-73.979081
Co-op for sale,825000,2.0,2207,New York,New York,40.7636334,-73.9803004
Multi-family home for sale,1849000,3.0,3001,United States,Kings County,40.6648195,-73.9891783
Co-op for sale,699000,1.0,700,New York,New York,40.776434,-73.9771489
Pending,420000,1.0,2161,New York,New York,40.7661564,-73.9700846
Condo for sale,320000,1.0,802,New York,The Bronx,40.840912,-73.8545918
Co-op for sale,525000,1.0,2168,New York,New York,40.7670221,-73.9628426
Land for sale,1100000,2.5,2195,United States,Queens County,40.7526719,-73.854675
Co-op for sale,650000,2.0,2193,New York,New York,40.7581185,-73.9620574
Condo for sale,418000,1.0,684,New York,Queens,40.7946644,-73.8473931
Multi-family home for sale,1399000,6.0,3448,United States,Kings County,40.6255774,-73.913355
House for sale,339000,1.0,700,United States,Richmond County,40.5633004,-74.1004012
Pending,599900,4.0,2204,United States,Richmond County,40.6412495,-74.083228
House for sale,699000,1.0,4000,United States,Queens County,40.6969277,-73.7655056
Condo for sale,1325000,2.0,2164,New York,New York,40.7622732,-73.9767193
Condo for sale,1750000,3.0,3364,United States,Kings County,40.6585715,-73.9507462
Multi-family home for sale,2100000,3.0,2000,United States,Kings County,40.6756187,-74.0002793
Co-op for sale,265000,1.0,765,New York,Brooklyn,40.6180698,-73.9699744
House for sale,775000,1.0,1696,United States,Bronx County,40.8377397,-73.8241472
House for sale,685000,2.0,2269,United States,Richmond County,40.5849183,-74.1599388
Co-op for sale,699000,1.0,700,New York,New York,40.776434,-73.9771489
Pending,420000,1.0,2209,New York,New York,40.7661564,-73.9700846
Multi-family home for sale,1245000,6.0,2181,United States,Queens County,40.7591289,-73.8579008
Co-op for sale,795000,1.0,2164,New York,New York,40.7707242,-73.9542132
Multi-family home for sale,1990000,5.0,2150,United States,Queens County,40.7557556,-73.7774071
Co-op for sale,7500000,6.0,4200,New York,New York,40.7802712,-73.9567847
Co-op for sale,525000,2.0,2201,New York,Brooklyn,40.5794182,-73.9709078
Co-op for sale,479000,1.0,1100,New York,Brooklyn,40.5778092,-73.9728288
Co-op for sale,4995000,4.0,5500,United States,New York County,40.7622996,-73.9698344
Co-op for sale,460000,1.0,2192,New York,New York,40.8002612,-73.9648347
House for sale,1200000,2.0,2194,United States,Queens County,40.75515,-73.7757869
Condo for sale,5950000,2.0,1853,New York,New York,40.7347565,-74.0097145
Co-op for sale,350000,1.0,2206,New York,New York,40.7556998,-73.9717539
Condo for sale,420000,1.0,668,New York,Brooklyn,40.5783101,-73.9670934
Contingent,2400000,2.5,3248,United States,Kings County,40.6647715,-73.9353047
Co-op for sale,595000,1.0,700,New York,New York,40.754338,-73.964711
Co-op for sale,249000,1.0,1000,New York,Brooklyn,40.5926635,-73.9388739
Condo for sale,11000000,4.0,3452,United States,New York County,40.7450569,-74.0027927
Co-op for sale,585000,1.0,2197,New York,New York,40.8570262,-73.9361002
Multi-family home for sale,1180000,4.0,3321,United States,Bronx County,40.8307543,-73.8757325
Co-op for sale,115000,1.0,550,New York,The Bronx,40.8716219,-73.8826018
Condo for sale,779000,1.0,638,New York,New York,40.7422824,-73.9781111
Condo for sale,9975000,3.0,2241,New York County,Manhattan,40.7697189,-73.9810746
Pending,360000,1.0,2203,New York,New York,40.7711911,-73.9516646
House for sale,685000,2.0,2269,United States,Richmond County,40.5849183,-74.1599388
Co-op for sale,2750000,2.0,2160,New York,New York,40.7666667,-73.9797008
Co-op for sale,1450000,2.0,2202,New York,New York,40.7494389,-73.9768133
Townhouse for sale,3400000,4.0,4852,United States,New York County,40.8180997,-73.9429051
Co-op for sale,329000,1.0,2189,New York,Queens,40.7807824,-73.7743544
House for sale,699000,2.0,1008,United States,Richmond County,40.6306551,-74.1655807
Multi-family home for sale,790000,3.0,1784,United States,Bronx County,40.8510197,-73.8533944
Condo for sale,11000000,4.0,3452,United States,New York County,40.7450569,-74.0027927
Condo for sale,7750000,6.0,3701,New York,Brooklyn,40.692916,-74.0008815
Co-op for sale,3375000,3.0,2165,New York,New York,40.7888952,-73.9545865
House for sale,1175000,2.5,2195,United States,Kings County,40.5790606,-73.9612505
Co-op for sale,3150000,3.0,2198,United States,New York County,40.7835147,-73.9748183
Co-op for sale,3150000,4.0,2188,New York,New York,40.7699404,-73.9686033
House for sale,899000,2.0,1056,United States,Kings County,40.603279,-74.014377
Condo for sale,795000,1.0,860,New York,New York,40.7614804,-73.9610613
Co-op for sale,275000,1.0,880,New York,Brooklyn,40.6329634,-73.9709274
Multi-family home for sale,775000,2.0,2910,United States,Bronx County,40.8501271,-73.8669885
House for sale,2150000,2.0,2200,New York,New York,40.7479844,-73.9728389
House for sale,899000,1.0,2176,United States,Queens County,40.7543613,-73.9077947
House for sale,699000,4.0,1838,United States,Bronx County,40.8677282,-73.8849595
Multi-family home for sale,904000,3.0,2207,United States,Queens County,40.7236308,-73.8094885
House for sale,669000,1.0,2200,United States,Queens County,40.6899622,-73.8484421
Co-op for sale,330000,1.0,656,New York,Queens,40.7843012,-73.7761962
House for sale,590000,3.0,1152,United States,Queens County,40.6019328,-73.7587155
Multi-family home for sale,775000,2.0,2910,United States,Bronx County,40.8501271,-73.8669885
Condo for sale,849000,2.0,2207,New York,New York,40.7719831,-73.9802428
House for sale,1699000,2.0,2200,United States,Kings County,40.6870728,-73.9584649
Co-op for sale,190000,1.0,500,New York,Queens,40.7122499,-73.78851
Co-op for sale,169500,1.0,2186,New York,The Bronx,40.8531021,-73.8636237
House for sale,738280,2.5,1302,United States,Queens County,40.6619508,-73.7548417
Multi-family home for sale,950000,2.0,1660,United States,Kings County,40.5792869,-73.9603435
Condo for sale,800000,1.0,916,United States,New York County,40.7067114,-74.010457
Co-op for sale,1950000,3.0,2197,New York,New York,40.7695956,-73.9688773
Townhouse for sale,999000,4.0,2207,United States,Kings County,40.6656785,-73.8916486
Condo for sale,649000,1.0,2205,New York,New York,40.8121684,-73.9523535
Condo for sale,1175000,2.0,2162,New York,Queens,40.7932921,-73.7951779
Co-op for sale,189999,1.0,2208,New York,Queens,40.704719,-73.832559
Condo for sale,760000,1.0,700,New York,New York,40.766298,-73.9881994
Condo for sale,380000,1.0,393,New York,Brooklyn,40.6184843,-74.0001507
Condo for sale,800000,1.0,916,United States,New York County,40.7067114,-74.010457
Co-op for sale,379000,1.0,2164,New York,Queens,40.7334099,-73.85851
Co-op for sale,995000,2.0,2204,New York,New York,40.7699248,-73.9617134
Condo for sale,649000,2.0,1150,New York,Brooklyn,40.6280068,-73.9155812
Pending,450000,1.0,2181,New York,Queens,40.749416,-73.8796895
Multi-family home for sale,1799000,6.0,5031,United States,Kings County,40.608348,-73.9903259
Pending,210000,1.0,850,New York,Brooklyn,40.6466766,-73.9740956
Co-op for sale,3200000,4.0,1825,New York,New York,40.7703005,-73.9804715
Co-op for sale,579000,2.0,1200,New York,Queens,40.7346339,-73.8602384
House for sale,1175000,2.5,2195,United States,Kings County,40.577735,-73.9632478
Condo for sale,648888,2.0,950,New York,Queens,40.7188694,-73.8111217
Co-op for sale,995000,1.0,2166,New York,New York,40.7440497,-73.9980389
Co-op for sale,154900,1.0,700,New York,The Bronx,40.8646563,-73.9082145
Condo for sale,399000,1.0,577,New York,Brooklyn,40.6373585,-74.0272224
Condo for sale,589000,1.0,415,New York,New York,40.7602412,-73.9954328
Co-op for sale,199999,1.0,471,New York,Queens,40.7223099,-73.84153
Co-op for sale,2500000,2.0,3200,New York,New York,40.7468872,-73.9910651
Co-op for sale,1595000,2.0,2169,New York,New York,40.7942107,-73.9761618
Co-op for sale,258000,1.0,500,New York,Queens,40.7666016,-73.8157611
House for sale,685000,2.0,1280,United States,Richmond County,40.5491914,-74.1660279
Multi-family home for sale,599000,2.0,2164,United States,Queens County,40.607379,-73.754678
Condo for sale,3250000,2.0,2292,New York,New York,40.7175362,-73.9899587
Condo for sale,245000,1.0,800,New York,Staten Island,40.6189484,-74.1071576
Co-op for sale,729000,2.0,1400,New York,The Bronx,40.8924692,-73.9091145
Multi-family home for sale,779000,2.0,1557,United States,Bronx County,40.8494439,-73.8515779
Condo for sale,1090000,3.0,1295,New York,Brooklyn,40.6260941,-73.9815074
Pending,1099000,1.0,715,New York,Brooklyn,40.719753,-73.9642643
Townhouse for sale,12495000,4.0,6310,United States,New York County,40.7777566,-73.9600565
Condo for sale,1990000,2.0,1309,New York,New York,40.7439229,-73.9937052
Multi-family home for sale,1200000,4.0,2808,United States,Bronx County,40.8928243,-73.8348075
Co-op for sale,473000,1.0,1000,New York,Brooklyn,40.5782536,-73.9534785
Co-op for sale,2348000,4.0,2199,New York,New York,40.7526263,-73.9658766
Condo for sale,995000,1.0,2201,United States,New York County,40.7344156,-73.9836325
Townhouse for sale,2950000,4.0,2195,United States,Kings County,40.6773575,-74.0013329
Co-op for sale,133000,1.0,630,New York,The Bronx,40.8720291,-73.8695302
Multi-family home for sale,1548000,4.0,4539,United States,Queens County,40.7534193,-73.8628811
Contingent,468000,1.0,2161,New York,New York,40.7767637,-73.9843469
Multi-family home for sale,995000,3.0,2125,11214,New York,40.5895073,-73.9855167
Co-op for sale,2348000,4.0,2175,New York,New York,40.7526263,-73.9658766
Co-op for sale,1850000,2.0,2176,New York,New York,40.7377082,-73.9819095
Condo for sale,25000000,6.0,4089,New York,New York,40.7481933,-74.006941
House for sale,2800000,1.0,1800,10312,New York,40.5240723,-74.1710503
Condo for sale,4995000,2.0,2803,New York,New York,40.736841,-73.99679
Co-op for sale,142500,1.0,2172,New York,Queens,40.7048447,-73.8022389
House for sale,2570000,2.0,2000,United States,Kings County,40.6193875,-74.0353364
Co-op for sale,225000,1.0,900,New York,The Bronx,40.8574263,-73.8708848
Co-op for sale,694000,1.0,2177,New York,Brooklyn,40.6657959,-73.9527658
Co-op for sale,495000,1.0,2192,New York,New York,40.767256,-73.9682231
Co-op for sale,649000,1.0,687,New York,New York,40.7571111,-73.9630783
Pending,959000,2.0,1719,New York,Queens,40.7564761,-73.7212008
Multi-family home for sale,1299999,6.0,4125,United States,Kings County,40.7009355,-73.9250748
House for sale,758800,2.0,1633,United States,Richmond County,40.5910792,-74.0801059
Condo for sale,1795000,2.0,1245,New York,Brooklyn,40.7022611,-73.9854097
Condo for sale,21500000,2.5,4179,United States,New York County,40.7847977,-73.9556597
Multi-family home for sale,1089000,3.0,2200,United States,Queens County,40.7099505,-73.7626558
Co-op for sale,350000,1.0,2181,New York,New York,40.8510315,-73.9416561
Condo for sale,780000,3.0,1236,United States,Queens County,40.767546,-73.8314686
Co-op for sale,173000,1.0,500,New York,Queens,40.7172419,-73.8336819
House for sale,995000,2.0,2200,United States,Richmond County,40.6146934,-74.0996097
Multi-family home for sale,775000,2.0,2197,United States,Queens County,40.656902,-73.7523889
Condo for sale,1649000,1.0,800,New York,New York,40.7617008,-73.9996228
Multi-family home for sale,1290000,3.0,2208,United States,Queens County,40.7404458,-73.9008992
Co-op for sale,800000,1.0,1200,New York,Brooklyn,40.6072346,-73.9847935
Condo for sale,1750000,2.0,1320,New York,Brooklyn,40.6774843,-74.0147997
Condo for sale,698000,1.0,2201,New York,New York,40.8162042,-73.9383242
Co-op for sale,425000,1.0,2208,New York,New York,40.7643711,-73.9593578
Condo for sale,26000000,6.0,4859,New York,New York,40.718295,-74.007645
Condo for sale,3999999,2.0,1997,New York,New York,40.7509451,-74.0035855
Condo for sale,2295000,3.0,1615,New York,New York,40.7641145,-73.9651826
Co-op for sale,243000,1.0,965,New York,The Bronx,40.8643305,-73.9075188
Co-op for sale,1995000,2.0,2206,New York,New York,40.7129113,-73.9781415
House for sale,845000,2.0,2169,United States,Queens County,40.7108416,-73.7572751
Multi-family home for sale,915000,3.0,1896,United States,Bronx County,40.8329348,-73.8535075
Condo for sale,599888,1.0,826,United States,Queens County,40.7436341,-73.916415
Co-op for sale,325000,1.0,2175,New York,Queens,40.7373584,-73.8574251
Condo for sale,688000,2.0,982,New York,Brooklyn,40.6403284,-74.0028134
Multi-family home for sale,2499000,8.0,3700,United States,Kings County,40.6278319,-74.024872
Condo for sale,409000,1.0,559,New York,Queens,40.7523131,-73.8324302
Condo for sale,630000,2.0,750,New York,Queens,40.7627502,-73.8267096
Multi-family home for sale,2499000,8.0,3700,United States,Kings County,40.6278319,-74.024872
Condo for sale,4995000,4.0,2194,United States,New York County,40.774136,-73.96342
Co-op for sale,875000,2.0,2162,New York,New York,40.7821142,-73.9544199
Co-op for sale,975000,2.0,2181,New York,New York,40.7795544,-73.9848893
Co-op for sale,475000,1.0,2176,New York,New York,40.8211783,-73.956073
Co-op for sale,975000,1.0,2208,New York,New York,40.7933309,-73.9749909
House for sale,1548000,4.0,2209,United States,Queens County,40.7534193,-73.8628811
Condo for sale,3000000,2.0,1600,New York,Brooklyn,40.7015519,-73.995867
Co-op for sale,299999,1.0,850,New York,Queens,40.7249599,-73.84549
Co-op for sale,120000,1.0,1100,New York,The Bronx,40.8310613,-73.8998364
Condo for sale,1995000,2.0,1376,New York,New York,40.7451522,-73.9927778
Townhouse for sale,1300000,2.5,2173,United States,New York County,40.8274367,-73.9438954
Condo for sale,1400000,2.0,1625,United States,Queens County,40.5783596,-73.8365039
House for sale,1175000,2.5,2188,United States,Kings County,40.5791234,-73.9613152
Co-op for sale,670000,1.0,2183,New York,New York,40.7593483,-73.9617192
Land for sale,75000,2.5,2188,11412,New York,40.6942163,-73.7530902
House for sale,1499000,4.0,3200,United States,Queens County,40.5883964,-73.7934995
